image_paths,image_urls,images,movie_imgurl,movie_name,movie_ranking,movie_rating,movie_ratnum
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p641688453.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p641688453.jpg,记忆碎片,128,8.5,262107
,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p480225538.jpg,,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p480225538.jpg,杀人回忆,129,8.6,194731
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p672363704.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p672363704.jpg,红辣椒,130,8.8,119452
,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1867084027.jpg,,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1867084027.jpg,疯狂原始人,131,8.7,351862
,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1805127697.jpg,,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1805127697.jpg,怪兽电力公司,132,8.6,224160
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2159368352.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2159368352.jpg,卢旺达饭店,133,8.8,111464
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p719282906.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p719282906.jpg,黑天鹅,134,8.5,394749
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2079334286.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2079334286.jpg,穿越时空的少女,135,8.6,175479
,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2351134499.jpg,,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2351134499.jpg,魂断蓝桥,136,8.8,123513
,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p513567548.jpg,,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p513567548.jpg,猜火车,137,8.5,236391
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p483604864.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p483604864.jpg,恋恋笔记本,138,8.5,263976
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173713676.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173713676.jpg,喜宴,139,8.8,128233
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2221319641.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2221319641.jpg,小森林 夏秋篇,140,8.9,114572
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2157672975.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2157672975.jpg,英雄本色,141,8.7,138675
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1612355875.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1612355875.jpg,雨中曲,142,8.9,88455
,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1043597424.jpg,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1043597424.jpg,喜剧之王,143,8.4,285603
